,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Missed Count
8732,131646,01/15/19,Trash Collection Complaint,where does trash cart go for pickup,111 Douglas Ave,37207.0,METRO,9207,5.0,1740952.99982593,678372.79919198,False
8733,131661,01/15/19,Trash Collection Complaint,wants to know why he left his cart half full,1505 Oakland Acres Dr,37115.0,RED RIVER,3212,8.0,1753248.79899743,695433.398457523,False
8734,131671,01/15/19,Trash Collection Complaint,2nd week trash truck has passed this street and not gotten trash,613 Troy Ct,37207.0,WASTE IND,2206,2.0,1733989.44921575,686825.980684378,False
8735,131675,01/15/19,Trash - Backdoor,backdoor miss,920 Preston Dr,37206.0,RED RIVER,1201,6.0,1756619.79946521,673898.401640238,True
8736,131687,01/15/19,Trash - Backdoor,backdoor pickup,269 Richbriar Rd,37211.0,RED RIVER,2405,30.0,1758548.99959216,636550.400682148,False
8737,131691,01/15/19,Trash Collection Complaint,wants trash picked up missed for 2 weeks,1612 7th Ave N,37208.0,,,19.0,1734062.54623396,673298.92750097,True
8738,131706,01/15/19,Trash - Curbside/Alley Missed Pickup,miss,1033 Burchwood Ave,37216.0,METRO,9507,5.0,1750008.99810831,680786.599162296,True
8739,131707,01/15/19,Damage to Property,truck has damaged his bank next to driveway,548 MAPLEWOOD LN,37216.0,RED RIVER,2201,8.0,1749953.39896253,690586.398772242,False
8740,131708,01/15/19,Trash - Curbside/Alley Missed Pickup,miss,2514 Osage St,37208.0,METRO,9201,21.0,1727164.83117097,671849.460922921,True
8741,131714,01/15/19,Damage to Property,"Dumpster was not set back on pad properly, and was pushed against the fence surround and damaged it.",4501 Packard Dr,37013.0,METRO,,30.0,1765196.99962304,631136.000019794,False
8742,131715,01/15/19,Trash - Curbside/Alley Missed Pickup,miss,1114 11th Ave N,37208.0,WASTE IND,3208,19.0,1732932.7330147,670408.616322259,True
8743,131723,01/15/19,Trash - Curbside/Alley Missed Pickup,Missed- trash,6203 Robertson Ave,37209.0,RED RIVER,4203,20.0,1711181.77453574,664993.099640322,True
8744,131725,01/15/19,Trash - Backdoor,Backdoor/Trash missed Tuesday. {On going problem with missing backdoor} pickup.,4104 Edwards Ave,37216.0,RED RIVER,2201,8.0,1751184.59809746,689040.399007345,True
8745,131728,01/15/19,Trash - Backdoor,Ha to call every week because her trash is not collected. She is tired of having call and bug everyone just to get her trash picked up.,4104 Edwards Ave,37216.0,RED RIVER,2201,8.0,1751184.59809746,689040.399007345,False
8746,131729,01/15/19,Trash - Curbside/Alley Missed Pickup,miss,1109 S Graycroft Ave,37115.0,RED RIVER,3214,8.0,1752046.99827196,698483.998409843,True
8747,131732,01/15/19,Trash - Curbside/Alley Missed Pickup,UNIT-B,2526 Sunset Pl,37212.0,RED RIVER,2305,18.0,1729451.175373,654754.033535634,False
8748,131734,01/15/19,Trash - Curbside/Alley Missed Pickup,UNIT-A,2526 Sunset Pl,37212.0,RED RIVER,2305,18.0,1729451.175373,654754.033535634,False
8749,131736,01/15/19,Trash - Curbside/Alley Missed Pickup,"Trying to figure out what disqualified my pickup. I keep things tidy. This isn't the first time. Please, see attached pic...",1917 28th Ave N,37208.0,METRO,9201,21.0,1725614.53156467,674846.640342162,False
8750,131739,01/15/19,Trash - Curbside/Alley Missed Pickup,trash missed again,506 EWING DR,37207.0,RED RIVER,3201,2.0,1735033.80213604,691792.798131594,True
8751,131744,01/15/19,Trash - Curbside/Alley Missed Pickup,Missed- trash,906 Free Silver Rd,37207.0,RED RIVER,3202,2.0,1733244.53780487,682835.254938443,True
8752,131746,01/15/19,Trash - Curbside/Alley Missed Pickup,Missed- trash,1132 Due W Ave N,37115.0,RED RIVER,3212,8.0,1745492.19972748,700858.599181719,True
8753,131761,01/15/19,Trash - Curbside/Alley Missed Pickup,Cart was put down Monday evening and not emptied today which is my normal day,737 DUE WEST AVE N,37115.0,RED RIVER,3212,8.0,1749056.2696042,699674.357955841,False
8754,131769,01/15/19,Trash - Curbside/Alley Missed Pickup,"Recycling was picked up, but not the trash.  All requirements for placement were met.",1509 Oakland Acres Dr,37115.0,RED RIVER,3212,8.0,1753234.39957456,695269.998547904,False
8755,131775,01/15/19,Trash - Curbside/Alley Missed Pickup,Not picked up,719 W Old Hickory Blvd,37115.0,RED RIVER,3214,8.0,1751884.39975938,703501.398850987,False
8756,131783,01/16/19,Trash - Backdoor,Missed- trash- backdoor pick up,1203 plymouth ave,37216.0,RED RIVER,2203,7.0,1756506.79852502,688573.999781204,True
8757,131811,01/16/19,Trash - Curbside/Alley Missed Pickup,everyone missed,3793 Hilltop Ave,37216.0,RED RIVER,2205,8.0,1751510.02070104,686346.881788596,True
8758,131816,01/16/19,Trash - Curbside/Alley Missed Pickup,"Curbside/Trash missed Tuesday, see others as well on the same side of her street. 9 or more homes.",164 Queens Ln,37218.0,RED RIVER,3203,1.0,1714385.00005969,684484.799158461,True
8759,131822,01/16/19,Trash - Curbside/Alley Missed Pickup,cart still out,301 Linda Ln,37115.0,RED RIVER,3214,8.0,1756995.59927188,702298.598852662,False
8760,131827,01/16/19,Trash - Curbside/Alley Missed Pickup,both carts missed,986 Malquin Dr,37216.0,RED RIVER,2204,8.0,1753519.39812842,691299.198896279,True
8761,131829,01/16/19,Trash - Backdoor,"2 carts missed for backdoor Trash,  Tuesday.",1218 eastdale ave,37216.0,RED RIVER,2203,7.0,1756349.79791917,689018.19931995,True
8762,131842,01/16/19,Trash - Curbside/Alley Missed Pickup,"Trash/miss pickup Tuesday. Curb {others as well}. Madison
627 Old Hickory Blvd W, 37115",627 OLD HICKORY BLVD,37115.0,RED RIVER,3214,8.0,1753462.59985523,703601.599204879,True
8763,131846,01/16/19,Trash - Curbside/Alley Missed Pickup,Missed-trash,2200 24th Ave N,37208.0,METRO,9205,2.0,1727869.79937036,676111.998778583,True
8764,131854,01/16/19,Trash - Curbside/Alley Missed Pickup,This is the second week in a row our trash hasn't been collected on the correct day.,733 Due W Ave N,37115.0,RED RIVER,3212,8.0,1749127.39804373,699479.79854204,False
8765,131857,01/16/19,Trash Collection Complaint,never sets cart back where he gets it and is in her way,110 Dodge Dr,37210.0,RED RIVER,4303,16.0,1753536.99918194,651264.000872889,False
8766,131860,01/16/19,Trash - Curbside/Alley Missed Pickup,Trash/cart still out- whole cul de sac was missed- caller states this is happening all the time,404 CLAYMILLE CT,37207.0,RED RIVER,3201,2.0,1732076.12070771,691190.309815464,True
8767,131867,01/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash cart still out entire street. Caller states about 8 houses was missed.,413 CLAYMILLE CT,37207.0,,,2.0,1732241.69923002,691345.329684427,True
8768,131881,01/16/19,Trash - Curbside/Alley Missed Pickup,"Curb/trash missed Tuesday, unit-B",1309 MCALPINE AVE,37216.0,RED RIVER,2203,7.0,1756783.19937483,686490.199282014,True
8769,131888,01/16/19,Trash - Curbside/Alley Missed Pickup,this side of street not picked up,801 DUE WEST AVE N,37115.0,RED RIVER,3212,8.0,1748929.39954831,699965.799346159,False
8770,131896,01/16/19,Trash - Curbside/Alley Missed Pickup,missed- trash- Whole street missed.,809 DUE WEST AVE N,37115.0,RED RIVER,3212,8.0,1748749.39983679,700152.999758496,True
8771,131899,01/16/19,Trash - Curbside/Alley Missed Pickup,cust says missed,762 Douglas Ave,37207.0,METRO,9203,5.0,1746008.19850476,677862.398321432,True
8772,131906,01/16/19,Trash - Curbside/Alley Missed Pickup,2 trash/carts missed for Tuesday's. Having trouble since Metro took over. Has to keep calling every time in order to get cart emptied. Curb.,1212 S Graycroft Ave,37115.0,RED RIVER,3212,8.0,1751690.00062498,697466.000569009,True
8773,131909,01/16/19,Trash Collection Complaint,need to have driver make sure carts are emptied she is on HOA board,1756 Bridgecrest Dr,37013.0,RED RIVER,4504,32.0,1774604.00783031,633009.876048349,False
8774,131918,01/16/19,Trash - Curbside/Alley Missed Pickup,missed again,1301 Dickerson Pike,37207.0,METRO,9207,5.0,1740696.99997237,678438.398981312,True
8775,131919,01/16/19,Trash - Curbside/Alley Missed Pickup,others on queens lane were missed,108 Queens Ln,37218.0,RED RIVER,3203,1.0,1714661.00120037,686279.999764,True
8776,131943,01/16/19,Trash - Curbside/Alley Missed Pickup,Missed trash- whole street missed,120 Queens Ln,37218.0,RED RIVER,3203,1.0,1714661.80061865,685839.199731711,True
8777,131947,01/16/19,Trash Collection Complaint,Trash cart is being left in the street and they are knocking over the recycle cart also,1930 Castleman Dr,37215.0,RED RIVER,3303,25.0,1728640.20114339,642991.200992332,False
8778,131955,01/16/19,Trash Collection Complaint,cust says the crew often leaves a pile of trash in the middle of the alley after pickup,814 33rd Ave N,37209.0,WASTE IND,3307,21.0,1724959.40036741,665897.601851428,False
8779,132031,01/16/19,Trash - Backdoor,"Backdoor/Trash needs emptied, missed last Friday. Down by driveway off the side.",2415 Brasher Ave,37206.0,,,5.0,1747541.79937125,678815.198060833,True
8780,132057,01/16/19,Trash Collection Complaint,wants to know why it wasnt picked up did he do something wrong,217 Randy Rd,37115.0,RED RIVER,3314,9.0,1764670.60049306,701315.799161341,False
8781,132059,01/16/19,Trash - Curbside/Alley Missed Pickup,cart still out,800 Rosebank Ave,37206.0,RED RIVER,1201,6.0,1758807.58568259,675185.130664399,False
8782,132062,01/16/19,Trash - Curbside/Alley Missed Pickup,Trash/missed Wednesday. Curb {neighbors already pickup}.,302 Lauderdale Rd,37205.0,RED RIVER,2302,24.0,1721181.1417963,657099.514902955,True
8783,132065,01/16/19,Trash Collection Complaint,carts are left blocking alley and driveways,425 36th Ave N,37209.0,WASTE IND,3306,24.0,1724070.94390593,663975.355080528,False
8784,132071,01/16/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed for over 3 weeks now, Friday. Not being pickup at all. He has been paying to much money taking his trash/to the dump. Why? ALLEY",704 Mcferrin Ave,37206.0,METRO,9504,5.0,1745679.39816106,674039.200174563,True
8785,132075,01/16/19,Trash Collection Complaint,"Not a MISSED yet...but trash/has been missed for the last 2 weeks and not service. Has called 4 times last week, also called Red River, no reason why she has to called R/R if this should be a Metro's problem. Going to get all her trash bags in her truck and drop it off in the door steps of public works. You will take care of this matter.  Unit-A, entire side of street was missed and other surrounding streets in area missed. Upset {#3302} wants this pickup today.",4507 Granny White Pike,37204.0,RED RIVER,3302,25.0,1731600.83966853,641513.759882145,True
8786,132077,01/16/19,Trash - Backdoor,paid service missed for 3 weeks,5904 Sedberry Rd,37205.0,RED RIVER,1304,23.0,1711872.40069624,649789.10184491,True
8787,132078,01/16/19,Trash - Curbside/Alley Missed Pickup,Trash/missed also others  Tuesday. Curb,208 Lincoln Park,37115.0,RED RIVER,3212,8.0,1749197.77851269,704365.868806483,True
8788,132093,01/16/19,Trash - Curbside/Alley Missed Pickup,cust says missed,311 COLLIER AVE,37211.0,RED RIVER,4304,16.0,1749144.99909724,647401.601548823,True
8789,132115,01/16/19,Trash - Curbside/Alley Missed Pickup,"Curbside dead end not pickup {Trash} wants cart emptied before Friday. {Service Road} Everyone pickup, but leaving her's full. Truck did not come all the way to the back Happen to many times.",708 OVERTON PARK,37215.0,RED RIVER,3304S,34.0,1724229.50576935,646017.542411951,False
8790,132121,01/16/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed Tuesday, curbside {others as well}
Cul de sac {truck only came first three homes}.",2024 Chadwell Overlook Dr,37115.0,RED RIVER,3212,8.0,1749969.94533797,700093.864571955,True
8791,132122,01/16/19,Trash Collection Complaint,carts left in street blocking mailboxes in the metro housing complex and mailman is going to stop delivering mail,3600 Georgia Ct,37209.0,WASTE IND,3307,21.0,1722944.74163459,664639.560862551,False
8792,132131,01/16/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed pickup for 3 weeks now, Alley {Friday}",626 Shelby Ave,37206.0,METRO,9508,6.0,1744748.99994238,669034.400465153,True
8793,132133,01/16/19,Trash - Curbside/Alley Missed Pickup,Cul de sac trash/pickup also others Tuesday. Curbside.,308 W LINCOLN PARK,37115.0,RED RIVER,3212,8.0,1748991.0556727,704528.582087034,False
8794,132149,01/16/19,Trash - Curbside/Alley Missed Pickup,not getting all streets just the main street recycle does get picked up so why can't trash,408 Claymille Ct,37207.0,RED RIVER,3201,2.0,1732159.32155056,691157.509920798,False
8795,132150,01/16/19,Trash Collection Complaint,Caller states her trash was not picked up like previous ticket. Very upset,322 Singer Dr,37115.0,,,9.0,1763381.79970914,706412.799105546,False
8796,132152,01/16/19,Trash - Curbside/Alley Missed Pickup,miss,508 Jasmin Dr,37211.0,RED RIVER,1403,26.0,1758392.6658278,640389.444724076,True
8797,132155,01/16/19,Trash - Curbside/Alley Missed Pickup,Missed- trash .,2222 Albion St,37208.0,METRO,9303,21.0,1728811.08867375,667938.52068331,True
8798,132161,01/16/19,Trash - Curbside/Alley Missed Pickup,miss,217 Burns Ave,37203.0,METRO,9307,21.0,1725858.63116687,660062.380677565,True
8799,132166,01/16/19,Trash - Curbside/Alley Missed Pickup,"Missed allot, don't know why.",2020 S Lyle Ln,37210.0,RED RIVER,4303,16.0,1751799.39824664,652868.801414204,True
8800,132169,01/16/19,Trash - Curbside/Alley Missed Pickup,entire cul de sac was missed,3796 Hilltop Ave,37216.0,RED RIVER,2205,8.0,1751659.23093615,686379.092013342,True
8801,132170,01/16/19,Trash - Curbside/Alley Missed Pickup,Our trash is getting missed regularly,1304 Hildreth Dr,37215.0,RED RIVER,3303,34.0,1728653.80114797,637551.199157367,True
8802,132174,01/16/19,Trash Collection Complaint,Claude Goodwin called very upset due to the hauler when they are picking up trash on his street apparently trash is flying everywhere on to the street. He states he has contacted the Mayor's Office and will start videoing the trash truck if we do not do something about it.,909 Tuckahoe Dr,37115.0,RED RIVER,3212,8.0,1747616.19869796,703498.998617383,False
8803,132186,01/16/19,Trash - Curbside/Alley Missed Pickup,No trash was picked up on scheduled day (Tuesday ) or the day after (Wednesday) for all residents on Lincoln Park and West Lincoln Park in Madison.,204 Lincoln Park,37115.0,RED RIVER,3212,8.0,1749112.99862086,704359.188519056,False
8804,132191,01/16/19,Trash - Curbside/Alley Missed Pickup,whole alley was missed,4613 Michigan Ave,37209.0,RED RIVER,1309,20.0,1719497.86172902,665530.340386067,True
8805,132214,01/17/19,Trash - Curbside/Alley Missed Pickup,This is the second week in a row y?all have skipped my trash pick up. I?m concerned,747 Due W Ave N,37115.0,RED RIVER,3212,8.0,1749012.99812154,699807.399758319,False
8806,132221,01/17/19,Trash - Curbside/Alley Missed Pickup,carts on this street missed wants to know why it was missed,409 Claymille Ct,37207.0,RED RIVER,3201,2.0,1732168.90071864,691344.528287387,True
8807,132222,01/17/19,Trash - Curbside/Alley Missed Pickup,"Curb trash/miss Tuesday. Only one side of street service. East side was not service.
Everyone's carts still out.",144 Queens Ln,37218.0,RED RIVER,3203,1.0,1714515.40022007,685047.999232036,True
8808,132225,01/17/19,Trash - Backdoor,"paid service,",206 Rolling Fork Ct,37205.0,RED RIVER,1304,23.0,1700749.90615446,641721.087600139,False
8809,132265,01/17/19,Trash - Curbside/Alley Missed Pickup,this street missed,645 W Old Hickory Blvd,37115.0,RED RIVER,3214,8.0,1752972.99969008,703675.199113307,True
8810,132274,01/17/19,Trash - Curbside/Alley Missed Pickup,missed hers,205 Lincoln Park,37115.0,RED RIVER,3212,8.0,1749235.9962471,704464.881905501,True
8811,132279,01/17/19,Trash - Curbside/Alley Missed Pickup,Missed Trash- others on the street missed,70 Valeria St,37210.0,RED RIVER,4301,16.0,1751128.1995334,651494.401532593,True
8812,132293,01/17/19,Trash - Curbside/Alley Missed Pickup,Missed our trash bin - but there is constant construction going on 2 doors down and their trucks block the alley often.,1102 N 8th St,37207.0,METRO,9203,5.0,1744650.01058846,676865.404998086,True
8813,132298,01/17/19,Trash - Curbside/Alley Missed Pickup,"Missed- trash 2 carts, curbside. Tuesday. 
Not empty on 1/16/2019 like notes stated . Wants carts emptied.",6203 Robertson Ave,37209.0,RED RIVER,4203,20.0,1711181.77453574,664993.099640322,True
8814,132303,01/17/19,Trash - Curbside/Alley Missed Pickup,others on the street were missed,909 Westchester Dr,37115.0,RED RIVER,3212,8.0,1747757.79862933,704143.998573053,True
8815,132307,01/17/19,Trash - Curbside/Alley Missed Pickup,miss,4011 Cedar Cir,37218.0,RED RIVER,4202,1.0,1720020.20044733,685235.999062656,True
8816,132311,01/17/19,Trash - Curbside/Alley Missed Pickup,Curb trash/needs to be emptied. Tuesday.,1654 Pearl St,37203.0,WASTE IND,3208,19.0,1732882.59128383,666379.239493884,False
8817,132327,01/17/19,Trash - Curbside/Alley Missed Pickup,this is day 3 that trash has not been picked up. Our pick up is tuesdays.  it is now thursday and no one has had their trash picked. up,308 W Lincoln Park,37115.0,RED RIVER,3212,8.0,1748991.0556727,704528.582087034,False
8818,132377,01/17/19,Trash - Curbside/Alley Missed Pickup,cust says missed,518 Freda Villa,37115.0,RED RIVER,3212,8.0,1753276.77917001,696692.348318065,True
8819,132383,01/17/19,Trash - Curbside/Alley Missed Pickup,miss,5713 Maudina Ave,37209.0,RED RIVER,2301,20.0,1714221.00058636,660229.601569123,True
8820,132417,01/17/19,Trash - Curbside/Alley Missed Pickup,Missed.,728 Branch Creek Rd,37209.0,RED RIVER,2301,24.0,1714279.76376637,657104.228304807,True
8821,132441,01/17/19,Trash - Backdoor,pickup on route she is back in town,504 Broadmoor Dr,37216.0,RED RIVER,2204,8.0,1751228.39988729,690966.397503649,False
8822,132462,01/17/19,Trash - Curbside/Alley Missed Pickup,missed- trash others missed on the street,69 Jonell Dr,37210.0,RED RIVER,4301,16.0,1750918.59562158,651718.40684604,True
8823,132479,01/17/19,Trash - Curbside/Alley Missed Pickup,"Missed- Trash/cart are in the ALLEY. Tuesday"" This happens often needs emptied.
872 W Sharpe Ave 37206",872 sharpe ave,37206.0,METRO,9203,5.0,1745337.34211668,676933.790878857,True
8824,132499,01/17/19,Trash - Curbside/Alley Missed Pickup,missed both trash carts they are out the night before every week tired of having to call need to fix,4410 granny white pike,37204.0,RED RIVER,3302,25.0,1732034.05230999,643725.621027634,True
8825,132514,01/17/19,Trash - Curbside/Alley Missed Pickup,You guys miss us pretty regularly. thanks.,2932 Foster Creighton Dr,37204.0,METRO,9404,16.0,1745897.7996315,646810.200214462,True
8826,132526,01/17/19,Trash Collection Complaint,"I have defended your trash pick up service with neighbors since Metro began trash pickup in this area a couple months ago.  I wanted to be positive and ""support"" this service.  However, I'm tired of finding my trash container standing in the middle of the street, laying in the ditch on its side with the top stressed against a rock wall, and turned completely over AFTER your services have been on our street.  Today was no exception...although the picture doesn't give it justice, I am attaching an image below.  After returning from the doctor I found the container laying in a ditch with trash outside the container collecting rain water. Cleaning up the trash and pulling and tugging at a trash container is the last thing anyone wants to do after going to a doctor.   Your driver(s) are RUSHING to complete the task and is killing any BASIC quality.  Could you please address this with your drivers.  There are other neighbors (like me) who are disgusted with the quality of service we are being FORCED to support!    Still trying to be positive...?.",202 Diane Dr,37115.0,RED RIVER,3412,8.0,1753808.19787665,705235.999988973,False
8827,132527,01/17/19,Trash - Curbside/Alley Missed Pickup,MISSED...MISSED NEIGHBORS,6362 Alamo Pl,37209.0,RED RIVER,4203,20.0,1710698.5202479,663617.037601887,True
8828,132558,01/17/19,Trash - Curbside/Alley Missed Pickup,MISSED...,817 E Campbell Rd,37115.0,RED RIVER,3412,8.0,1753831.59867022,709968.399897493,True
8829,132562,01/17/19,Trash - Curbside/Alley Missed Pickup,missed again,4907 Madeline Dr,37211.0,,,30.0,1758310.59881336,630884.001215165,True
8830,132565,01/17/19,Trash - Curbside/Alley Missed Pickup,MISSED...THIS IS THE 2ND TIME IN A ROW TRASH HAS NOT BEEN PICKED UP,3710 Lausanne Dr,37211.0,RED RIVER,4403,4.0,1755109.8071619,622393.227275924,True
8831,132570,01/17/19,Trash Collection Complaint,caller stated that the trash truck picked up her neighbors and just sped right by hers and did not even try to pick it up,4845 CIMARRON WAY,37013.0,,,30.0,1765911.90118821,629619.725159439,False
8832,132654,01/18/19,Trash Collection Complaint,customer is upset about the inconsistency and number of misses for trash pickup; cust says he's tired of taking trash to the East Center as a result of the misses,216 PAYSON CT,37211.0,RED RIVER,4403,4.0,1756344.91632288,619953.978497373,True
8833,132658,01/18/19,Trash - Curbside/Alley Missed Pickup,missed,110 40TH AVE N,37209.0,,,24.0,1722624.62012402,659278.622287196,True
8834,132670,01/18/19,Trash - Curbside/Alley Missed Pickup,Missed- trash pickup,1029 3RD AVE S,37210.0,WASTE IND,4409,17.0,1741886.54229127,661372.009869498,True
8835,132765,01/18/19,Trash - Curbside/Alley Missed Pickup,randomly picked up carts he needs to come back and get them all,3125 Boulder Park Dr,37214.0,RED RIVER,2501,14.0,1777664.57874482,662972.765829207,False
8836,132815,01/18/19,Trash - Curbside/Alley Missed Pickup,Trash/is not getting pickup due to not having a lid. Visible to curb.,458 Westcrest Dr,37211.0,RED RIVER,3401,27.0,1752362.06801303,628564.870969783,False
8837,132865,01/18/19,Trash - Backdoor,missed 3 weeks now and trash is every where,3056 Hillside Rd,37207.0,RED RIVER,2201,8.0,1745321.89790952,690854.182130427,True
8838,132870,01/18/19,Trash - Curbside/Alley Missed Pickup,A & B both no trash/service for Tuesday. Curb,208 Flint Ridge Ct,37189.0,RED RIVER,3201,3.0,1728655.80308218,694494.689079122,False
8839,132885,01/18/19,Trash - Curbside/Alley Missed Pickup,CUL DE SAC {TRASH} MISSED FRIDAY. EVERYONE ELSE WAS PICKUP.,809 Kettering Close,37013.0,RED RIVER,3503,33.0,1797328.75077857,633615.393843168,True
8840,132895,01/18/19,Trash - Curbside/Alley Missed Pickup,others on the street were missed,1510 Straightway Ave,37206.0,WASTE IND,2506,6.0,1750476.43816122,677764.372622719,True
8841,132896,01/18/19,Trash - Backdoor,"Missed. 
ADDED NOTES BY G.A. {TRASH/CART NOT EMPTIED LIKE NOTES STATED} FOR THE 18TH OF JAN. WANTS CART EMPTIED.",2800 Vaulx Ln,37204.0,METRO,9404,17.0,1737994.59812965,652440.600134892,True
8842,132898,01/18/19,Trash - Backdoor,Trash was not picked up,2220 Maplecrest Dr,37214.0,RED RIVER,1503,15.0,1764167.46957986,672238.751902479,False
8843,132902,01/18/19,Trash - Curbside/Alley Missed Pickup,curb trash/miss Friday.,608 Lake Terrace Dr,37217.0,RED RIVER,3505,29.0,1786748.99793013,638929.602066663,True
8844,132903,01/18/19,Trash - Curbside/Alley Missed Pickup,miss,5004 Highlander Dr,37013.0,RED RIVER,4504,28.0,1773430.1966385,627434.242216522,True
8845,132906,01/18/19,Trash - Backdoor,"paid service for backdoor/trash. Trash/not getting emptied. Has to keep calling every week. Wants truck to come back. She pay's for the backdoor/trash/service. 
615-202-1632 cell Sandra",303 Bell Rd,37217.0,RED RIVER,4503,29.0,1781416.19927406,636133.601007148,False
8846,132907,01/18/19,Trash - Curbside/Alley Missed Pickup,miss,624 Cold Spring Dr,37013.0,RED RIVER,3505,29.0,1785356.19955548,636711.200503593,True
8847,132908,01/18/19,Trash - Curbside/Alley Missed Pickup,"Curb trash missed Friday, dead end. Wants cart emptied.",3587 Gondola Dr,37013.0,RED RIVER,3502,33.0,1791490.45263583,637674.105760734,True
8848,132912,01/18/19,Trash - Curbside/Alley Missed Pickup,"Trash/missed pick up for Friday. Caller wants garbage pickup at least once a month, she's having to call in.  File complaint. Curb  {The whole court}",408 Gregg Ct,37217.0,RED RIVER,4503,29.0,1782007.93106103,635409.102465081,True
8849,132913,01/18/19,Trash - Curbside/Alley Missed Pickup,Entire cul de sac was missed.,3704 Grubbs Rd,37211.0,RED RIVER,4302,16.0,1754404.99924193,641715.20079472,True
8850,132915,01/18/19,Trash - Curbside/Alley Missed Pickup,"My trash cans sat out since I left my house at 6:30am, ALL OTHER TRASH CANS WERE PICKED IN MY CUL D SAC EXCEPT MINE!!!",504 Shaker Ct,37013.0,RED RIVER,3502,33.0,1791486.05385652,636211.439415478,False
8851,132916,01/18/19,Trash - Curbside/Alley Missed Pickup,cust says the street was missed,103 Blue Hills Ct,37214.0,RED RIVER,1503,15.0,1765617.18891071,670544.675730876,True
8852,132920,01/18/19,Trash - Curbside/Alley Missed Pickup,The trash can is still full and has not been touched. It was placed out by the curb like always the night before and was not picked up. Do not have anywhere to put trash now. Please come and pick up the trash.,112 Benson Rd,37214.0,RED RIVER,1503,15.0,1772351.39947555,669460.00165629,False
8853,132925,01/18/19,Trash - Curbside/Alley Missed Pickup,Entire street missed again.,12546 Old Hickory Blvd,37013.0,RED RIVER,4510,33.0,1789761.79964476,620427.200481526,True
8854,132936,01/18/19,Trash - Curbside/Alley Missed Pickup,It seems that all trash on my street was not picked up.,203 Walker Terrace,37115.0,RED RIVER,3414,8.0,1756128.99819388,704482.399851174,False
8855,132974,01/19/19,Trash - Backdoor,Cart is halfway up driveway on right,2224 Maplecrest Dr,37214.0,,,15.0,1764246.57241463,672185.151302412,False
8856,132980,01/19/19,Trash - Curbside/Alley Missed Pickup,This customers trash cart has not been picked up in 3 weeks. This is his 2nd call,626 Shelby Ave,37206.0,METRO,9508,6.0,1744748.99994238,669034.400465153,False
8857,132981,01/19/19,Trash - Curbside/Alley Missed Pickup,I don't know why my trash wasn't collected ?,2725 Windemere Dr,37214.0,RED RIVER,1503,15.0,1765717.37145578,673862.265559374,False
8858,133095,01/21/19,Trash - Curbside/Alley Missed Pickup,"Trash was not collected at any of the houses on Benson Road as usually scheduled on Friday.  Driving around nearby streets and neighborhoods, it looks like trash was collected there so it appears this street was missed.",108A Benson Rd,37214.0,RED RIVER,1503,15.0,1772636.52071242,669498.551822065,True
8859,133102,01/21/19,Trash - Curbside/Alley Missed Pickup,trash not picked up on Friday,3004 Fieldstone Dr,37013.0,RED RIVER,3504,33.0,1786077.3737839,633710.223847511,False
8860,133106,01/21/19,Trash - Curbside/Alley Missed Pickup,It has been 3 weeks since our last trash pickup.,410 Myrtle St,37206.0,METRO,9504,5.0,1744844.19997449,673552.000243021,False
8861,133130,01/21/19,Trash - Curbside/Alley Missed Pickup,We just need it to be picked up ASAP.,1600 Russell St,37206.0,METRO,9506,6.0,1749451.39989898,670920.800053877,False
8862,133148,01/21/19,Trash - Curbside/Alley Missed Pickup,"This cart gets missed nearly every week. Really starting to lose patience. I know there's a ""road closed"" sign for the rest of the street up the hill, but access to this alley is not effected by construction or road closures. And there are people who live here and share these cans. This is getting really out of hand.",1531 Bernard Ave,37212.0,METRO,9401,18.0,1733756.36795089,655499.999613343,True
8863,133168,01/21/19,Trash - Curbside/Alley Missed Pickup,"Our entire neighborhood was missed on Friday, January 18th.  Most bins are still out and we would appreciate a pick-up prior to our next scheduled pick-up on Friday, January 25th.  Thank you.",208 Riverpoint Ct,37214.0,RED RIVER,1503,15.0,1773174.37663104,669084.233715968,True
8864,133179,01/22/19,Trash - Curbside/Alley Missed Pickup,only got one side of street,1513 Straightway Ave,37206.0,METRO,9502,7.0,1750476.99814977,677894.398797816,False
8865,133187,01/22/19,Trash - Backdoor,"Backdoor/Trash missed last Friday. Wants cart emptied.
Wants to make sure that this goes to her hauler, the lady that came today to emptied her trash, went above and beyond. Took her overflow as well in the rain.",217 eldon ct,37214.0,RED RIVER,1505,14.0,1776659.1400818,671795.056947055,True
8866,133220,01/22/19,Trash - Curbside/Alley Missed Pickup,..cart is full,5727 mt view rd,37013.0,RED RIVER,4504,32.0,1782592.19897235,623822.02123961,False
8867,133223,01/22/19,Trash - Curbside/Alley Missed Pickup,MISSED...THIS IS AT THE DEAD END OF ROAD,1501 Lewis Rd,37115.0,,,8.0,1752116.99881936,696544.399908951,True
8868,133231,01/22/19,Trash - Curbside/Alley Missed Pickup,Missed..,3004 Fieldstone Dr,37013.0,RED RIVER,3504,33.0,1786077.3737839,633710.223847511,True
